,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:mined,minecraft:lapis_block,17.0,17.0,17.0,1.0,17.0,11.0,17.0,17.0,17.0,11.0,6.0,17.0,11.0,11.0,17.0,11.0,17.0,10.0,17.0,3.0,7.0,17.0,5.0,17.0,17.0,17.0,17.0,2.0,3.0,11.0,17.0,8.0,17.0,17.0,9.0,17.0
stats,minecraft:mined,minecraft:lapis_ore,16.0,27.0,23.0,14.0,35.0,20.0,3.0,34.0,12.0,8.0,25.0,24.0,21.0,9.0,29.0,19.0,13.0,4.0,11.0,2.0,6.0,33.0,31.0,22.0,32.0,5.0,26.0,30.0,1.0,36.0,17.0,10.0,15.0,27.0,18.0,7.0
stats,minecraft:mined,minecraft:large_amethyst_bud,20.0,20.0,10.0,20.0,20.0,5.0,10.0,20.0,20.0,3.0,20.0,20.0,9.0,18.0,20.0,20.0,13.0,20.0,18.0,7.0,1.0,15.0,13.0,20.0,20.0,5.0,20.0,4.0,2.0,10.0,15.0,20.0,7.0,20.0,15.0,20.0
stats,minecraft:mined,minecraft:large_fern,32.0,10.0,12.0,28.0,17.0,5.0,20.0,32.0,16.0,2.0,26.0,6.0,19.0,4.0,28.0,25.0,14.0,32.0,1.0,28.0,23.0,27.0,15.0,32.0,13.0,18.0,21.0,7.0,21.0,3.0,11.0,8.0,28.0,23.0,32.0,9.0
stats,minecraft:mined,minecraft:lava_cauldron,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:lectern,29.0,2.0,24.0,27.0,18.0,7.0,24.0,29.0,15.0,11.0,10.0,14.0,26.0,4.0,23.0,5.0,8.0,17.0,27.0,1.0,12.0,6.0,22.0,29.0,29.0,29.0,29.0,13.0,3.0,20.0,9.0,29.0,29.0,21.0,19.0,15.0
stats,minecraft:mined,minecraft:lever,10.0,6.0,18.0,27.0,27.0,32.0,13.0,33.0,16.0,1.0,5.0,21.0,14.0,12.0,3.0,8.0,20.0,23.0,25.0,2.0,9.0,23.0,19.0,31.0,33.0,7.0,30.0,17.0,4.0,22.0,27.0,25.0,33.0,11.0,33.0,15.0
stats,minecraft:mined,minecraft:light_blue_banner,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
stats,minecraft:mined,minecraft:light_blue_bed,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
stats,minecraft:mined,minecraft:light_blue_carpet,7.0,7.0,7.0,2.0,5.0,4.0,3.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:light_blue_concrete,12.0,7.0,12.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,11.0,12.0,2.0,10.0,9.0,12.0,12.0,12.0,1.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,3.0,6.0,12.0,12.0,12.0
stats,minecraft:mined,minecraft:light_blue_concrete_powder,6.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:mined,minecraft:light_blue_glazed_terracotta,6.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:light_blue_shulker_box,20.0,10.0,20.0,10.0,20.0,8.0,3.0,20.0,10.0,19.0,1.0,4.0,20.0,7.0,20.0,14.0,20.0,20.0,20.0,9.0,10.0,17.0,20.0,20.0,15.0,17.0,6.0,20.0,2.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0
stats,minecraft:mined,minecraft:light_blue_stained_glass,13.0,2.0,13.0,13.0,13.0,4.0,13.0,13.0,13.0,6.0,13.0,13.0,13.0,1.0,13.0,13.0,8.0,7.0,10.0,5.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,9.0,13.0,10.0,13.0,3.0,13.0,10.0,13.0,13.0
stats,minecraft:mined,minecraft:light_blue_stained_glass_pane,9.0,9.0,9.0,9.0,2.0,8.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,5.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,9.0
stats,minecraft:mined,minecraft:light_blue_terracotta,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,2.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:light_blue_wall_banner,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:mined,minecraft:light_blue_wool,14.0,7.0,14.0,14.0,5.0,3.0,6.0,14.0,4.0,2.0,14.0,14.0,14.0,14.0,14.0,11.0,14.0,14.0,14.0,14.0,7.0,14.0,14.0,14.0,14.0,14.0,11.0,10.0,11.0,14.0,14.0,1.0,7.0,14.0,14.0,14.0
stats,minecraft:mined,minecraft:light_gray_banner,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:light_gray_bed,8.0,8.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,3.0,7.0,8.0,8.0,8.0,8.0
stats,minecraft:mined,minecraft:light_gray_candle,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:light_gray_carpet,22.0,18.0,1.0,22.0,7.0,11.0,13.0,22.0,22.0,2.0,22.0,22.0,3.0,12.0,8.0,6.0,22.0,5.0,22.0,18.0,4.0,18.0,8.0,22.0,22.0,18.0,22.0,16.0,22.0,22.0,22.0,22.0,13.0,16.0,13.0,8.0
stats,minecraft:mined,minecraft:light_gray_concrete,17.0,15.0,17.0,17.0,6.0,17.0,15.0,17.0,17.0,12.0,17.0,11.0,17.0,1.0,7.0,13.0,17.0,14.0,5.0,4.0,17.0,17.0,17.0,17.0,9.0,17.0,17.0,3.0,8.0,2.0,17.0,10.0,17.0,17.0,17.0,17.0
stats,minecraft:mined,minecraft:light_gray_concrete_powder,10.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,4.0,10.0,10.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,3.0,10.0,10.0,5.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:light_gray_glazed_terracotta,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:light_gray_shulker_box,27.0,14.0,27.0,12.0,9.0,18.0,2.0,27.0,16.0,24.0,27.0,11.0,4.0,6.0,16.0,5.0,8.0,22.0,19.0,3.0,10.0,15.0,23.0,27.0,24.0,24.0,19.0,27.0,1.0,27.0,27.0,13.0,27.0,21.0,7.0,27.0
stats,minecraft:mined,minecraft:light_gray_stained_glass,8.0,3.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,2.0,12.0,12.0,12.0,7.0,4.0,12.0,12.0,12.0,12.0,12.0,12.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,10.0,8.0,1.0,12.0,12.0,12.0
stats,minecraft:mined,minecraft:light_gray_stained_glass_pane,10.0,10.0,10.0,10.0,2.0,7.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,7.0,3.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:light_gray_terracotta,21.0,10.0,21.0,21.0,21.0,19.0,1.0,21.0,21.0,4.0,21.0,5.0,21.0,16.0,21.0,17.0,21.0,3.0,6.0,11.0,21.0,21.0,17.0,21.0,21.0,2.0,14.0,21.0,12.0,15.0,9.0,7.0,13.0,19.0,21.0,8.0
stats,minecraft:mined,minecraft:light_gray_wall_banner,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:light_gray_wool,18.0,6.0,5.0,18.0,16.0,10.0,8.0,18.0,12.0,2.0,18.0,16.0,18.0,18.0,18.0,1.0,18.0,18.0,7.0,4.0,8.0,12.0,18.0,18.0,12.0,18.0,11.0,18.0,18.0,18.0,18.0,3.0,18.0,12.0,18.0,18.0
stats,minecraft:mined,minecraft:light_weighted_pressure_plate,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:lightning_rod,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:lilac,29.0,20.0,13.0,29.0,16.0,4.0,22.0,29.0,28.0,1.0,13.0,11.0,26.0,8.0,29.0,18.0,23.0,29.0,3.0,9.0,7.0,20.0,24.0,29.0,26.0,29.0,29.0,4.0,12.0,6.0,17.0,18.0,2.0,24.0,13.0,10.0
stats,minecraft:mined,minecraft:lily_of_the_valley,25.0,25.0,25.0,25.0,6.0,13.0,19.0,25.0,4.0,1.0,25.0,19.0,16.0,5.0,15.0,10.0,22.0,12.0,9.0,17.0,3.0,19.0,18.0,25.0,22.0,22.0,25.0,25.0,7.0,25.0,14.0,25.0,2.0,25.0,11.0,8.0
stats,minecraft:mined,minecraft:lily_pad,7.0,27.0,22.0,30.0,21.0,24.0,8.0,30.0,16.0,3.0,33.0,24.0,14.0,33.0,22.0,15.0,19.0,16.0,13.0,4.0,1.0,24.0,33.0,18.0,33.0,5.0,6.0,27.0,2.0,29.0,11.0,20.0,30.0,10.0,11.0,9.0
stats,minecraft:mined,minecraft:lime_banner,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:lime_bed,13.0,13.0,13.0,13.0,13.0,9.0,13.0,13.0,13.0,2.0,13.0,12.0,13.0,13.0,11.0,8.0,1.0,13.0,13.0,10.0,13.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,4.0,6.0,6.0,13.0,13.0,13.0,13.0,3.0
stats,minecraft:mined,minecraft:lime_carpet,12.0,12.0,12.0,12.0,3.0,12.0,12.0,12.0,2.0,5.0,12.0,7.0,12.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,7.0,6.0,4.0,7.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,7.0
stats,minecraft:mined,minecraft:lime_concrete,13.0,13.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,8.0,13.0,13.0,13.0,1.0,9.0,5.0,10.0,13.0,4.0,2.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,12.0,13.0,13.0,6.0,13.0,13.0,13.0,13.0
stats,minecraft:mined,minecraft:lime_concrete_powder,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:lime_glazed_terracotta,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
stats,minecraft:mined,minecraft:lime_shulker_box,27.0,12.0,27.0,17.0,18.0,6.0,3.0,23.0,13.0,4.0,8.0,11.0,27.0,1.0,18.0,10.0,16.0,27.0,20.0,7.0,9.0,27.0,27.0,27.0,15.0,26.0,27.0,23.0,2.0,22.0,14.0,5.0,27.0,20.0,23.0,27.0
stats,minecraft:mined,minecraft:lime_stained_glass,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,1.0,3.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
stats,minecraft:mined,minecraft:lime_stained_glass_pane,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:lime_terracotta,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,9.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,5.0,11.0,12.0,12.0,12.0,12.0,12.0,2.0,12.0,1.0,12.0,6.0,6.0,4.0,12.0,9.0,12.0
stats,minecraft:mined,minecraft:lime_wall_banner,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,2.0,8.0,3.0,3.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0
stats,minecraft:mined,minecraft:lime_wool,15.0,9.0,15.0,15.0,12.0,15.0,6.0,15.0,6.0,4.0,15.0,2.0,15.0,15.0,15.0,9.0,15.0,15.0,5.0,3.0,12.0,15.0,15.0,15.0,9.0,15.0,15.0,6.0,12.0,15.0,15.0,1.0,15.0,15.0,15.0,15.0
stats,minecraft:mined,minecraft:lodestone,16.0,6.0,16.0,16.0,16.0,1.0,6.0,16.0,16.0,16.0,2.0,9.0,16.0,16.0,16.0,2.0,16.0,16.0,16.0,2.0,16.0,6.0,9.0,16.0,16.0,16.0,16.0,9.0,9.0,9.0,16.0,9.0,16.0,9.0,2.0,16.0
stats,minecraft:mined,minecraft:loom,18.0,5.0,18.0,18.0,9.0,5.0,8.0,18.0,18.0,1.0,18.0,18.0,9.0,14.0,13.0,2.0,18.0,5.0,18.0,14.0,18.0,11.0,18.0,18.0,18.0,18.0,18.0,18.0,3.0,18.0,11.0,14.0,18.0,18.0,14.0,4.0
stats,minecraft:mined,minecraft:magenta_banner,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0
stats,minecraft:mined,minecraft:magenta_bed,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:magenta_carpet,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:magenta_concrete,10.0,8.0,10.0,10.0,10.0,10.0,6.0,10.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:magenta_concrete_powder,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:magenta_glazed_terracotta,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:magenta_shulker_box,24.0,14.0,24.0,11.0,15.0,8.0,2.0,18.0,15.0,9.0,24.0,18.0,5.0,13.0,22.0,18.0,6.0,24.0,24.0,4.0,9.0,24.0,24.0,24.0,24.0,15.0,22.0,18.0,1.0,12.0,24.0,3.0,24.0,24.0,24.0,7.0
stats,minecraft:mined,minecraft:magenta_stained_glass,17.0,12.0,4.0,17.0,17.0,12.0,14.0,17.0,17.0,1.0,7.0,14.0,17.0,17.0,17.0,11.0,17.0,17.0,16.0,17.0,17.0,9.0,17.0,17.0,17.0,17.0,17.0,5.0,6.0,3.0,2.0,17.0,8.0,17.0,9.0,17.0
stats,minecraft:mined,minecraft:magenta_stained_glass_pane,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:magenta_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:mined,minecraft:magenta_wall_banner,13.0,9.0,3.0,13.0,13.0,13.0,8.0,13.0,13.0,1.0,5.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,5.0,13.0,4.0,2.0,7.0,13.0,9.0,13.0,13.0
stats,minecraft:mined,minecraft:magenta_wool,8.0,5.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,7.0,8.0
stats,minecraft:mined,minecraft:magma_block,22.0,9.0,7.0,24.0,28.0,15.0,25.0,36.0,33.0,11.0,12.0,4.0,21.0,2.0,16.0,6.0,29.0,26.0,17.0,19.0,31.0,34.0,10.0,35.0,30.0,8.0,27.0,23.0,1.0,32.0,3.0,14.0,20.0,13.0,5.0,18.0
stats,minecraft:mined,minecraft:medium_amethyst_bud,23.0,23.0,11.0,23.0,23.0,11.0,5.0,23.0,20.0,3.0,23.0,23.0,16.0,20.0,23.0,11.0,9.0,23.0,19.0,16.0,1.0,11.0,11.0,23.0,23.0,4.0,23.0,9.0,2.0,6.0,6.0,23.0,6.0,23.0,20.0,16.0
stats,minecraft:mined,minecraft:melon,13.0,4.0,26.0,6.0,21.0,9.0,11.0,16.0,19.0,7.0,27.0,31.0,34.0,3.0,24.0,29.0,12.0,18.0,32.0,2.0,14.0,35.0,20.0,23.0,35.0,10.0,5.0,33.0,1.0,30.0,17.0,15.0,28.0,25.0,21.0,8.0
stats,minecraft:mined,minecraft:melon_stem,22.0,8.0,16.0,7.0,16.0,3.0,22.0,22.0,9.0,4.0,22.0,12.0,22.0,10.0,16.0,22.0,5.0,22.0,22.0,1.0,22.0,22.0,16.0,22.0,22.0,16.0,16.0,22.0,13.0,13.0,2.0,13.0,22.0,22.0,11.0,6.0
stats,minecraft:mined,minecraft:moss_block,23.0,23.0,10.0,23.0,2.0,6.0,12.0,23.0,23.0,1.0,23.0,23.0,23.0,23.0,23.0,20.0,14.0,7.0,4.0,8.0,18.0,17.0,3.0,23.0,23.0,5.0,21.0,19.0,16.0,13.0,23.0,9.0,11.0,22.0,23.0,15.0
stats,minecraft:mined,minecraft:moss_carpet,18.0,18.0,15.0,18.0,3.0,2.0,13.0,18.0,18.0,1.0,18.0,18.0,18.0,18.0,18.0,13.0,18.0,9.0,10.0,7.0,18.0,15.0,4.0,18.0,18.0,5.0,18.0,18.0,12.0,11.0,18.0,6.0,8.0,18.0,18.0,15.0
stats,minecraft:mined,minecraft:mossy_cobblestone,6.0,22.0,23.0,30.0,34.0,17.0,21.0,34.0,23.0,2.0,33.0,31.0,9.0,23.0,16.0,8.0,10.0,3.0,26.0,18.0,14.0,11.0,15.0,32.0,5.0,7.0,13.0,29.0,1.0,18.0,27.0,4.0,34.0,20.0,11.0,28.0
stats,minecraft:mined,minecraft:mossy_cobblestone_slab,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:mossy_cobblestone_stairs,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0
stats,minecraft:mined,minecraft:mossy_cobblestone_wall,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,1.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0
stats,minecraft:mined,minecraft:mossy_stone_brick_slab,16.0,11.0,2.0,16.0,4.0,16.0,16.0,16.0,16.0,1.0,16.0,7.0,16.0,16.0,16.0,16.0,11.0,5.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,3.0,9.0,16.0,11.0,16.0,9.0,8.0,11.0,16.0,11.0,6.0
stats,minecraft:mined,minecraft:mossy_stone_brick_stairs,13.0,13.0,5.0,13.0,5.0,13.0,13.0,13.0,5.0,1.0,13.0,10.0,13.0,13.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2.0,4.0,13.0,9.0,13.0,13.0,2.0,13.0,13.0,10.0,5.0
stats,minecraft:mined,minecraft:mossy_stone_brick_wall,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
stats,minecraft:mined,minecraft:mossy_stone_bricks,28.0,23.0,16.0,28.0,11.0,8.0,4.0,28.0,22.0,1.0,28.0,19.0,15.0,27.0,9.0,2.0,14.0,6.0,20.0,3.0,28.0,23.0,12.0,28.0,28.0,7.0,23.0,28.0,5.0,13.0,18.0,10.0,28.0,26.0,17.0,20.0
stats,minecraft:mined,minecraft:mushroom_stem,28.0,13.0,28.0,28.0,28.0,8.0,19.0,28.0,25.0,14.0,25.0,28.0,20.0,2.0,25.0,7.0,21.0,28.0,4.0,5.0,6.0,22.0,28.0,28.0,23.0,11.0,16.0,17.0,1.0,15.0,9.0,18.0,3.0,10.0,24.0,12.0
stats,minecraft:mined,minecraft:mycelium,15.0,22.0,22.0,22.0,22.0,19.0,14.0,19.0,13.0,6.0,22.0,22.0,22.0,11.0,17.0,5.0,22.0,10.0,3.0,12.0,4.0,22.0,22.0,19.0,18.0,9.0,7.0,22.0,2.0,22.0,22.0,1.0,22.0,16.0,22.0,8.0
stats,minecraft:mined,minecraft:nether_brick_fence,12.0,11.0,2.0,13.0,31.0,7.0,10.0,35.0,27.0,6.0,3.0,4.0,23.0,33.0,21.0,19.0,26.0,15.0,18.0,20.0,14.0,24.0,1.0,27.0,33.0,16.0,25.0,9.0,5.0,30.0,29.0,31.0,35.0,22.0,8.0,17.0
stats,minecraft:mined,minecraft:nether_brick_slab,17.0,14.0,3.0,17.0,7.0,13.0,5.0,17.0,17.0,8.0,4.0,17.0,17.0,12.0,6.0,9.0,17.0,17.0,17.0,2.0,17.0,10.0,1.0,17.0,17.0,17.0,17.0,11.0,14.0,17.0,17.0,17.0,17.0,17.0,14.0,17.0
